depot,date,service_number,actual_kms,actual_trips,seat_kms,passenger_kms,occupancy_ratio,revenue
KARIMNAGAR-I,2026-03-13,JM16,312,5.91,17194.32,16515.14436,0.9605,17550
KARIMNAGAR-I,2026-03-13,JM21,416,8,22368.32,20516.2231,0.9172,21802
KARIMNAGAR-I,2026-03-13,JMK2,317,6,17469.87,22922.21643,1.3121,24360
KARIMNAGAR-I,2026-03-13,JMK4,416,8,22368.32,26897.9048,1.2025,28584
KARIMNAGAR-I,2026-03-13,JMK6,340,6.73,18281.8,11188.4616,0.612,11890
KARIMNAGAR-I,2026-03-13,JMK7,416,8,22368.32,20645.95936,0.923,21940
NIZAMABAD-I,2026-03-13,JNLR,330,10,17608.8,19235.85312,1.0924,20442
KARIMNAGAR-I,2026-03-13,JNM1,365,9.36,19626.05,17673.25803,0.9005,18782
KARIMNAGAR-I,2026-03-13,JNM5,408,4,21938.16,23454.08686,1.0691,24924
NARSAMPET,2026-03-13,JP01,326,6,17943.04,20354.58458,1.1344,21630
JANGAON,2026-03-13,JSB1,380,11.12,20189.4,19074.94512,0.9448,20272
ARMOOR,2026-03-13,JSD1,350,2,20650,5340.09,0.2586,7317
ARMOOR,2026-03-13,JSD2,350,2,20650,16709.98,0.8092,22893
BANSWADA,2026-03-13,JUK1,419,8,22357.84,22000.11456,0.984,23380
HYDERABAD-II,2026-03-13,K021,460,2,23165.6,20513.1388,0.8855,26528
HYDERABAD-II,2026-03-13,K027,486,2.04,24474.96,18862.85167,0.7707,24394
WARANGAL-I,2026-03-13,KBO1,324,8,17832.96,18086.18803,1.0142,19220
KARIMNAGAR-I,2026-03-13,KCP1,408,8,21938.16,17743.58381,0.8088,18856
PARKAL,2026-03-13,KD01,308,5,16364.04,10454.98516,0.6389,11110
NIZAMABAD-I,2026-03-13,KDL1,464,,19344.16,7615.795792,0.3937,11220
NIZAMABAD-I,2026-03-13,KDL2,464,,19344.16,9180.738336,0.4746,13528
NIZAMABAD-I,2026-03-13,KDL3,464,,19344.16,8345.070624,0.4314,12296
HANAMKONDA,2026-03-13,KDY1,440,8.3,23377.2,20892.20364,0.8937,22203
ARMOOR,2026-03-13,KG04,396,12,21938.4,13959.40392,0.6363,14834
PARKAL,2026-03-13,KGT1,1152,6,47151.36,26711.24544,0.5665,39358
PARKAL,2026-03-13,KGT2,1152,6,47151.36,21392.57203,0.4537,31517
WARANGAL-I,2026-03-13,KH01,526,3,26605.08,25684.54423,0.9654,33216
WARANGAL-I,2026-03-13,KH02,526,3,26605.08,25522.25324,0.9593,33004
KARIMNAGAR-I,2026-03-13,KHD1,384,10,20647.68,17738.42189,0.8591,18850
KARIMNAGAR-I,2026-03-13,KHD2,304,6,16346.08,13962.82154,0.8542,14838
THORROR,2026-03-13,KHE1,390,6,19726.2,12985.75746,0.6583,16792
BANSWADA,2026-03-13,KJB2,437,2.24,23060.49,32047.16295,1.3897,41443
JANGAON,2026-03-13,KKD1,510,6,26673,27086.4315,1.0155,35028
JANGAON,2026-03-13,KKD3,518,4,27091.4,27473.38874,1.0141,35527
THORROR,2026-03-13,KKH1,523,9.04,27786.99,34075.18584,1.2263,36212
WARANGAL-I,2026-03-13,KKP1,606,3,21816,18041.832,0.827,30340
WARANGAL-I,2026-03-13,KKP2,606,3,21816,14490.1872,0.6642,24368
WARANGAL-I,2026-03-13,KKP4,716,3,25776,17383.3344,0.6744,29235
WARANGAL-I,2026-03-13,KKP5,700,3,25200,17362.8,0.689,29197
NIZAMABAD-I,2026-03-13,KKT1,302,6,16114.72,18427.18232,1.1435,19582
BODHAN,2026-03-13,KKU1,372,12,20608.8,20274.93744,0.9838,21546
BODHAN,2026-03-13,KKU2,289,10,15421.04,17063.38076,1.1065,18134
BODHAN,2026-03-13,KKU3,292,10,15581.12,14177.26109,0.9099,15066
NARSAMPET,2026-03-13,KL01,400,4,21252,22418.7348,1.0549,23824
NARSAMPET,2026-03-13,KL03,496,4,25940.8,23699.51488,0.9136,30647
HYDERABAD-II,2026-03-13,KL10,361,2,17689,15129.4017,0.8553,19566
HYDERABAD-II,2026-03-13,KL11,361,2,17689,22572.9329,1.2761,29191
HYDERABAD-II,2026-03-13,KL12,361,2,17689,16553.3662,0.9358,21407
HYDERABAD-II,2026-03-13,KL13,361,2,17689,20798.7262,1.1758,26897
BODHAN,2026-03-13,KLD1,376,14,20063.36,15450.79354,0.7701,16420
HYDERABAD-II,2026-03-13,KLP1,361,2,17689,16015.6206,0.9054,20711
HYDERABAD-II,2026-03-13,KLP3,361,2,17689,17423.665,0.985,22532
HYDERABAD-II,2026-03-13,KLP4,361,2,17689,17894.1924,1.0116,23140
HYDERABAD-II,2026-03-13,KLP5,361,2,18179.96,16569.21554,0.9114,21427
HYDERABAD-II,2026-03-13,KLP6,361,2,17689,21663.7183,1.2247,28015
HYDERABAD-II,2026-03-13,KLP7,361,2,17689,18829.9405,1.0645,24352
HYDERABAD-II,2026-03-13,KLP8,361,2,17689,21315.245,1.205,27565
HYDERABAD-II,2026-03-13,KLP9,361,2,17689,19307.5435,1.0915,24969
PARKAL,2026-03-13,KLS1,552,6,27920.16,23143.02062,0.8289,29929
PARKAL,2026-03-13,KLS2,552,4,28869.6,30422.78448,1.0538,39343
PARKAL,2026-03-13,KLS3,552,4,28869.6,26603.3364,0.9215,34405
MAHABOOBABAD,2026-03-13,KM01,440,8.46,23377.2,19756.07172,0.8451,20996
MAHABOOBABAD,2026-03-13,KM05,450,8.65,23908.5,24776.37855,1.0363,26330
MAHABOOBABAD,2026-03-13,KM08,400,8,22016,20943.8208,0.9513,22258
THORROR,2026-03-13,KM10,563,4,29444.9,35036.48651,1.1899,45310
MAHABOOBABAD,2026-03-13,KM13,400,8,22016,21736.3968,0.9873,23100
THORROR,2026-03-13,KM14,563,4,29444.9,32209.77611,1.0939,41653
MAHABOOBABAD,2026-03-13,KM15,450,8.65,23908.5,22930.64235,0.9591,24368
KARIMNAGAR-I,2026-03-13,KM18,350,2,18819.5,22097.8569,1.1742,23484
MAHABOOBABAD,2026-03-13,KM22,450,8.57,23908.5,20750.18715,0.8679,22050
MAHABOOBABAD,2026-03-13,KM23,450,8.57,23908.5,20236.1544,0.8464,21506
THORROR,2026-03-13,KM24,473,4,24737.9,24277.77506,0.9814,31396
KARIMNAGAR-I,2026-03-13,KM31,408,4,22484.88,25108.8655,1.1167,26684
KARIMNAGAR-I,2026-03-13,KM33,408,4,22484.88,20971.64758,0.9327,22286
KARIMNAGAR-I,2026-03-13,KM38,408,4,22484.88,21272.94497,0.9461,22606
WARANGAL-I,2026-03-13,KME1,494,4,24986.52,22780.21028,0.9117,29460
NIZAMABAD-I,2026-03-13,KMH1,382,10.11,20383.52,11853.01688,0.5815,12596
BANSWADA,2026-03-13,KMH1,333,2,11988,6082.7112,0.5074,10230
NIZAMABAD-I,2026-03-13,KMH2,336,6,18614.4,19855.98048,1.0667,21100
NIZAMABAD-I,2026-03-13,KMH3,336,6,18614.4,16080.98016,0.8639,17090
NIZAMABAD-I,2026-03-13,KMH4,336,6,18614.4,16181.49792,0.8693,17196
NIZAMABAD-I,2026-03-13,KMH5,336,6,18614.4,19139.32608,1.0282,20340
NIZAMABAD-I,2026-03-13,KMH7,336,6,18614.4,13808.16192,0.7418,14674
THORROR,2026-03-13,KMH8,453,4,23691.9,23985.67956,1.0124,31017
NARSAMPET,2026-03-13,KMM1,504,11.37,26777.52,30156.84302,1.1262,32048
THORROR,2026-03-13,KMO1,420,6,23116.8,23049.76128,0.9971,24494
THORROR,2026-03-13,KMO2,280,4,15411.2,15451.26912,1.0026,16420
THORROR,2026-03-13,KMO3,420,6,23116.8,29409.19296,1.2722,31254
THORROR,2026-03-13,KMO4,420,6,23116.8,17136.48384,0.7413,18212
HANAMKONDA,2026-03-13,KMP1,436,8,23164.68,18358.0089,0.7925,19509
BANSWADA,2026-03-13,KMR1,360,6,19944,19307.7864,0.9681,20518
ARMOOR,2026-03-13,KMR1,536,,28284.72,17615.72362,0.6228,22780
ARMOOR,2026-03-13,KMR2,536,,28284.72,16639.90078,0.5883,21517
NIZAMABAD-I,2026-03-13,KMR2,306,14.19,16328.16,6155.71632,0.377,6542
BANSWADA,2026-03-13,KMR3,360,6,19944,16679.1672,0.8363,17724
ARMOOR,2026-03-13,KMR3,536,,28284.72,16891.63478,0.5972,21846
KARIMNAGAR-I,2026-03-13,KMR5,408,4,22484.88,19125.63893,0.8506,20324
WARANGAL-II,2026-03-13,KMR7,292,4,16071.68,14679.87251,0.9134,15600
BANSWADA,2026-03-13,KMR8,483,8,25487.91,20999.48905,0.8239,27158
BANSWADA,2026-03-13,KMR9,483,8,25487.91,26446.25542,1.0376,34200
KARIMNAGAR-I,2026-03-13,KMR9,408,4,22484.88,22068.90972,0.9815,23452
ARMOOR,2026-03-13,KN01,358,12,19102.88,15475.24309,0.8101,16446
THORROR,2026-03-13,KND1,373,2,19507.9,15397.58547,0.7893,19912
THORROR,2026-03-13,KND2,483,2.09,25260.9,25619.60478,1.0142,33132
BANSWADA,2026-03-13,KNG1,387,8,20650.32,22977.61106,1.1127,24418
HYDERABAD-II,2026-03-13,KNL1,436,1.01,15643.68,7970.45496,0.5095,13404
HYDERABAD-II,2026-03-13,KNL2,436,2,15643.68,5994.658176,0.3832,10082
HYDERABAD-II,2026-03-13,KNL3,436,1.01,15643.68,7268.053728,0.4646,12224
HYDERABAD-II,2026-03-13,KNL4,436,1.01,15643.68,7521.481344,0.4808,12648
WARANGAL-I,2026-03-13,KNO1,408,6,21677.04,22635.16517,1.0442,24054
HANAMKONDA,2026-03-13,KNV1,490,6.15,26033.7,24450.85104,0.9392,25985
ARMOOR,2026-03-13,KP02,396,12,21938.4,14641.68816,0.6674,15560
BANSWADA,2026-03-13,KPC1,395,8,21077.2,12513.53364,0.5937,13298
MAHABOOBABAD,2026-03-13,KPH1,456,2,23064.48,23751.8015,1.0298,30717
WARANGAL-I,2026-03-13,KPR1,604,4,22505.04,17945.5189,0.7974,36600
WARANGAL-I,2026-03-13,KPR2,604,4,22505.04,16615.47103,0.7383,33891
NARSAMPET,2026-03-13,KRP1,390,12,20720.7,22320.33804,1.0772,23720
NIZAMABAD-I,2026-03-13,KRT1,423,8.31,22571.28,17761.34023,0.7869,18874
NIZAMABAD-I,2026-03-13,KRT2,392,8.34,20917.12,18869.33395,0.9021,20052
ARMOOR,2026-03-13,KSD1,546,6,32214,12618.2238,0.3917,17286
WARANGAL-I,2026-03-13,KSO1,324,4,17214.12,15941.99653,0.9261,16942
THORROR,2026-03-13,KSR1,350,6,19264,17919.3728,0.9302,19042
KARIMNAGAR-I,2026-03-13,KTP1,400,8,21508,17307.4876,0.8047,18392
HANAMKONDA,2026-03-13,KTV1,416,8,22102.08,23969.70576,1.0845,25472
KARIMNAGAR-I,2026-03-13,LGP1,330,8,17744.1,20774.79228,1.1708,22078
ARMOOR,2026-03-13,LKJB,520,,27440.4,25138.15044,0.9161,32507
PARKAL,2026-03-13,LKV1,424,8.7,22527.12,17915.81854,0.7953,19040
NIZAMABAD-I,2026-03-13,LLM2,318,8,17617.2,12650.91132,0.7181,13444
HYDERABAD-II,2026-03-13,M061,400,2,20144,16671.1744,0.8276,21559
HYDERABAD-II,2026-03-13,M062,400,2,20144,22567.3232,1.1203,29185
HYDERABAD-II,2026-03-13,M102,460,2,23165.6,26091.41528,1.1263,33742
WARANGAL-I,2026-03-13,M112,700,3,25200,18060.84,0.7167,30372
WARANGAL-II,2026-03-13,M123,292,4,16071.68,11488.03686,0.7148,12208
WARANGAL-II,2026-03-13,M136,912,2,46128.96,39020.48726,0.8459,50463
WARANGAL-II,2026-03-13,M221,292,4,16071.68,16047.57248,0.9985,17054
WARANGAL-II,2026-03-13,M254,292,4,16071.68,14718.44454,0.9158,15642
WARANGAL-II,2026-03-13,M311,330,2,18163.2,11938.67136,0.6573,12688
WARANGAL-I,2026-03-13,M462,430,8,22845.9,16302.83424,0.7136,17326
PARKAL,2026-03-13,MB01,360,8,19814.4,16202.23488,0.8177,17218
THORROR,2026-03-13,MB01,360,8,19814.4,24932.45952,1.2583,26496
PARKAL,2026-03-13,MB02,360,8,19814.4,19881.76896,1.0034,21128
PARKAL,2026-03-13,MB04,367,8,20199.68,18929.12013,0.9371,20116
THORROR,2026-03-13,MB05,360,8,19814.4,21910.76352,1.1058,23284
THORROR,2026-03-13,MB07,360,8,19814.4,24512.39424,1.2371,26050
THORROR,2026-03-13,MB09,360,8,19814.4,25083.04896,1.2659,26656
THORROR,2026-03-13,MB11,360,8,19814.4,23305.69728,1.1762,24766
JANGAON,2026-03-13,MBN1,494,4,25836.2,25146.37346,0.9733,32518
BANSWADA,2026-03-13,MBR1,346,8,18462.56,15844.56899,0.8582,16838
MAHABOOBABAD,2026-03-13,MCL1,504,2,25492.32,34320.31042,1.3463,44383
BANSWADA,2026-03-13,MDE1,465,6,24538.05,25232.47682,1.0283,32632
WARANGAL-I,2026-03-13,MDH1,512,3.16,26777.6,20436.66432,0.7632,26428
WARANGAL-I,2026-03-13,MDH2,512,4.21,26777.6,20010.90048,0.7473,25877
NIZAMABAD-I,2026-03-13,MDKP,394,13.52,21023.84,10831.48237,0.5152,11510
BODHAN,2026-03-13,MDPL,300,10,16008,15870.3312,0.9914,16866
NARSAMPET,2026-03-13,MDR1,412,8,21889.56,21856.72566,0.9985,23228
BHUPALAPALLAY,2026-03-13,MDR1,380,5,20189.4,9357.7869,0.4635,9945
WARANGAL-I,2026-03-13,MDR1,408,,21677.04,27254.54239,1.2573,28964
WARANGAL-I,2026-03-13,MDR2,408,,21677.04,18728.96256,0.864,19904
PARKAL,2026-03-13,MG01,374,10,19870.62,22580.97257,1.1364,23996
WARANGAL-II,2026-03-13,MG03,392,8,21575.68,21431.12294,0.9933,22776
NARSAMPET,2026-03-13,MHB1,400,8,22016,27535.4112,1.2507,29262
BODHAN,2026-03-13,MHD1,400,2,14400,11645.28,0.8087,19584
BODHAN,2026-03-13,MHD2,400,2,14400,9416.16,0.6539,15834
BANSWADA,2026-03-13,MJ12,333,2,17166.15,22633.56877,1.3185,29269
BANSWADA,2026-03-13,MJ20,490,5,25857.3,17156.31855,0.6635,22187
BODHAN,2026-03-13,MJB8,400,2,21108,18872.6628,0.8941,24405
BODHAN,2026-03-13,MJB9,400,2,21108,24884.2212,1.1789,32180
BANSWADA,2026-03-13,MJD1,467,2,19469.23,12141.01183,0.6236,17890
BANSWADA,2026-03-13,MJD2,467,2,19469.23,12160.48106,0.6246,17918
THORROR,2026-03-13,MJE1,440,4,22255.2,27398.37672,1.2311,35433
THORROR,2026-03-13,MJE2,330,3,16691.4,18796.18554,1.1261,24307
THORROR,2026-03-13,MJE3,440,4,22255.2,16341.99336,0.7343,21134
THORROR,2026-03-13,MJE5,440,4,22255.2,19099.41264,0.8582,24700
THORROR,2026-03-13,MJE6,330,2,16691.4,15584.76018,0.9337,20154
THORROR,2026-03-13,MJE7,400,4,20232,14625.7128,0.7229,18915
THORROR,2026-03-13,MJE8,330,2,16691.4,16454.38212,0.9858,21279
BANSWADA,2026-03-13,MJH1,333,2,11988,5910.084,0.493,9938
BANSWADA,2026-03-13,MJH2,333,2,11988,6570.6228,0.5481,11050
BANSWADA,2026-03-13,MJH4,333,2,11988,8077.5144,0.6738,13583
NIZAMABAD-I,2026-03-13,MKP1,338,8.1,18035.68,27903.00053,1.5471,29652
WARANGAL-II,2026-03-13,ML01,292,4,16071.68,15954.35674,0.9927,16954
PARKAL,2026-03-13,ML02,300,6,16512,17002.4064,1.0297,18068
WARANGAL-II,2026-03-13,ML02,392,8,21575.68,14639.09888,0.6785,15556
PARKAL,2026-03-13,ML03,400,8,22016,19061.4528,0.8658,20256
WARANGAL-II,2026-03-13,ML03,312,4,17172.48,26352.88781,1.5346,28006
PARKAL,2026-03-13,ML04,367,8,20199.68,18143.35258,0.8982,19280
PARKAL,2026-03-13,ML07,360,8,19814.4,16957.16352,0.8558,18020
WARANGAL-II,2026-03-13,ML11,350,4,19264,13839.2576,0.7184,14708
WARANGAL-II,2026-03-13,ML22,316,4,17392.64,10192.08704,0.586,10832
HYDERABAD-II,2026-03-13,MLG1,472,4,23128,29224.5408,1.2636,37793
NARSAMPET,2026-03-13,MLG1,422,8.23,22420.86,24113.63493,1.0755,25626
NARSAMPET,2026-03-13,MLG2,356,8.28,18914.28,16332.48078,0.8635,17356
NARSAMPET,2026-03-13,MLG3,344,8,18933.76,22385.38445,1.1823,23788
NARSAMPET,2026-03-13,MLG5,380,8,20189.4,16466.47464,0.8156,17498
WARANGAL-II,2026-03-13,MLG6,392,8,21575.68,22742.92429,1.0541,24170
NARSAMPET,2026-03-13,MLG6,344,8,18933.76,18598.63245,0.9823,19764
WARANGAL-II,2026-03-13,MLG9,392,8,21575.68,16731.93984,0.7755,17780
WARANGAL-I,2026-03-13,MLO5,380,6,20189.4,20270.1576,1.004,21542
WARANGAL-II,2026-03-13,MLX2,294,4,16181.76,17492.48256,1.081,18590
BHUPALAPALLAY,2026-03-13,MN01,420,8,22314.6,21770.12376,0.9756,23136
KARIMNAGAR-I,2026-03-13,MNC1,453,6,22745.13,20445.59736,0.8989,26440
KARIMNAGAR-I,2026-03-13,MNC2,453,6,22745.13,21535.08908,0.9468,27848
BHUPALAPALLAY,2026-03-13,MNC2,436,4,23164.68,18179.64086,0.7848,19320
KARIMNAGAR-I,2026-03-13,MNC3,453,6,22745.13,20470.617,0.9,26474
BHUPALAPALLAY,2026-03-13,MNC4,436,4,23164.68,23618.70773,1.0196,25100
KARIMNAGAR-I,2026-03-13,MND1,316,8,17414.76,10873.77614,0.6244,11556
WARANGAL-II,2026-03-13,MPT1,512,4,25896.96,25940.98483,1.0017,33546
WARANGAL-II,2026-03-13,MPT2,380,4,20915.2,18033.08544,0.8622,19164
WARANGAL-I,2026-03-13,MPT4,512,4,26777.6,29005.49632,1.0832,37510
WARANGAL-I,2026-03-13,MPT5,512,4,26777.6,23502.69952,0.8777,30395
ARMOOR,2026-03-13,MR01,348,12,18569.28,18160.75584,0.978,19300
BANSWADA,2026-03-13,MRJ1,372,15.83,19849.92,15355.89811,0.7736,16318
ARMOOR,2026-03-13,MT01,348,10,19279.2,13697.8716,0.7105,14556
ARMOOR,2026-03-13,MT02,348,12,19279.2,15112.96488,0.7839,16060
THORROR,2026-03-13,MTK1,393,4.03,20553.9,18728.71368,0.9112,24221
THORROR,2026-03-13,MTK2,453,4,23691.9,31029.28143,1.3097,40128
THORROR,2026-03-13,MTK4,463,4,24214.9,27137.63843,1.1207,35094
THORROR,2026-03-13,MTK5,543,6,28398.9,31227.43044,1.0996,40384
THORROR,2026-03-13,MTK6,453,4,23691.9,33832.0332,1.428,43751
THORROR,2026-03-13,MTK7,543,6,28398.9,26672.24688,0.9392,34492
HYDERABAD-I,2026-03-13,MTL1,508,2,20624.8,15229.35232,0.7384,22439
HYDERABAD-I,2026-03-13,MTM2,508,2,25085.04,19558.80569,0.7797,25292
HYDERABAD-I,2026-03-13,MTS1,508,2,18227.04,14718.3348,0.8075,24752
HYDERABAD-I,2026-03-13,MTS2,508,2,18227.04,15235.98274,0.8359,25623
HYDERABAD-I,2026-03-13,MTS3,508,2,18227.04,10509.71126,0.5766,17674
HYDERABAD-I,2026-03-13,MTY2,418,2,21050.48,22576.6398,1.0725,29197
WARANGAL-II,2026-03-13,MV03,512,4,25896.96,29980.91059,1.1577,38771
KARIMNAGAR-I,2026-03-13,MW01,1820,2,76440,15570.828,0.2037,38703
WARANGAL-II,2026-03-13,N006,312,4,17172.48,25003.13088,1.456,26570
WARANGAL-II,2026-03-13,N012,458,2,23165.64,26434.3118,1.1411,34184
HYDERABAD-II,2026-03-13,N061,400,2,19600,26024.88,1.3278,33656
NIZAMABAD-I,2026-03-13,ND01,336,12,17730.72,19638.54547,1.1076,25396
NIZAMABAD-I,2026-03-13,ND02,336,12,17730.72,18384.98357,1.0369,23776
NIZAMABAD-I,2026-03-13,ND04,336,12,17730.72,12888.46037,0.7269,16668
ARMOOR,2026-03-13,ND12,408,8,21770.88,14042.2176,0.645,14922
ARMOOR,2026-03-13,NDA1,345,13,19113,14673.0501,0.7677,15594
NIZAMABAD-I,2026-03-13,NDH7,336,12,18614.4,17992.67904,0.9666,19120
NIZAMABAD-I,2026-03-13,NDHY,476,,17136,6763.5792,0.3947,11374
THORROR,2026-03-13,NDJ1,455,1.84,23796.5,25564.57995,1.0743,33061
HYDERABAD-I,2026-03-13,NDL1,580,2,20810.4,12450.86232,0.5983,20940
HYDERABAD-I,2026-03-13,NDL2,580,2,20810.4,10838.05632,0.5208,18226
HYDERABAD-I,2026-03-13,NDL3,580,2,20810.4,12529.94184,0.6021,21071
HYDERABAD-I,2026-03-13,NDL4,580,2,20810.4,9593.5944,0.461,16132
HYDERABAD-I,2026-03-13,NDL6,580,2,20810.4,13039.79664,0.6266,21928
HYDERABAD-I,2026-03-13,NDL8,580,2,20810.4,7547.93208,0.3627,12694
ARMOOR,2026-03-13,NDP1,345,16,19113,15338.1825,0.8025,16300
ARMOOR,2026-03-13,NDP3,345,14,19113,15252.174,0.798,16208
ARMOOR,2026-03-13,NDP4,340,8,18142.4,16476.92768,0.9082,17510
NIZAMABAD-I,2026-03-13,NDP6,336,12,18614.4,22378.23168,1.2022,23782
ARMOOR,2026-03-13,NDP6,345,14,19113,13765.1826,0.7202,14628
ARMOOR,2026-03-13,NDP7,404,14,21557.44,14495.22266,0.6724,15405
NIZAMABAD-I,2026-03-13,NDPJ,322,6,17838.8,13373.74836,0.7497,14212
NIZAMABAD-I,2026-03-13,NDPS,316,6,17506.4,13427.4088,0.767,14270
WARANGAL-I,2026-03-13,NE09,474,2,23974.92,20815.02554,0.8682,26918
WARANGAL-I,2026-03-13,NE11,446,2,22558.68,30197.04905,1.3386,39050
WARANGAL-I,2026-03-13,NE52,474,2,24790.2,26748.6258,1.079,34590
ARMOOR,2026-03-13,NED2,376,12,20830.4,16295.62192,0.7823,17318
BODHAN,2026-03-13,NED3,382,8,20383.52,19706.78714,0.9668,20942
BODHAN,2026-03-13,NED4,396,8.29,21130.56,15742.2672,0.745,16729
BODHAN,2026-03-13,NED5,380,4,21052,15652.162,0.7435,16634
BODHAN,2026-03-13,NED6,380,4,21052,13393.2824,0.6362,14234
BODHAN,2026-03-13,NED7,380,4,21052,12208.0548,0.5799,12974
BODHAN,2026-03-13,NED8,376,11.28,20063.36,25362.09338,1.2641,26952
BODHAN,2026-03-13,NED9,382,8,20383.52,14761.74518,0.7242,15687
BHUPALAPALLAY,2026-03-13,NG01,360,4,19126.8,19145.9268,1.001,20346
BHUPALAPALLAY,2026-03-13,NG02,410,8,21783.3,24830.78367,1.1399,26388
HYDERABAD-I,2026-03-13,NGP2,1029,2,49392,15247.3104,0.3087,26722
HYDERABAD-I,2026-03-13,NGPM,1029,2,49392,14264.4096,0.2888,24996
ARMOOR,2026-03-13,NH01,342,2,17630.1,21055.62843,1.1943,27230
NARSAMPET,2026-03-13,NH01,466,12,24758.58,36731.82929,1.4836,39034
MAHABOOBABAD,2026-03-13,NH01,532,14,27823.6,34114.51596,1.2261,44116
NARSAMPET,2026-03-13,NH02,466,12,24758.58,35157.1836,1.42,37362
NARSAMPET,2026-03-13,NH03,466,12,24758.58,35865.27899,1.4486,38114
NARSAMPET,2026-03-13,NH04,466,12,24758.58,33154.21448,1.3391,35234
NARSAMPET,2026-03-13,NH05,466,12,24758.58,30557.03944,1.2342,32474
THORROR,2026-03-13,NHP1,463,4,24214.9,30038.58345,1.2405,38845
BANSWADA,2026-03-13,NHX2,436,2,22475.8,29200.55936,1.2992,37762
BANSWADA,2026-03-13,NHX3,333,2,11988,5780.6136,0.4822,9722
BANSWADA,2026-03-13,NHX4,467,3,24643.59,17129.75941,0.6951,22152
BANSWADA,2026-03-13,NHX9,439,2.82,23166.03,17726.64616,0.7652,22923
NARSAMPET,2026-03-13,NLB1,392,8.25,20826.96,21485.09194,1.0316,22832
NARSAMPET,2026-03-13,NLB2,350,8,19264,23719.7632,1.2313,25208
NARSAMPET,2026-03-13,NLB3,412,8.41,21889.56,19740.00521,0.9018,20978
NARSAMPET,2026-03-13,NLB5,350,8,19264,15443.9488,0.8017,16412
KARIMNAGAR-I,2026-03-13,NLP1,383,8,21107.13,16647.19343,0.7887,17692
BODHAN,2026-03-13,NLR1,1342,2.01,64416,19627.5552,0.3047,34396
PARKAL,2026-03-13,NP01,333,5.08,17692.29,15356.90772,0.868,16320
MAHABOOBABAD,2026-03-13,NP02,450,8.65,23908.5,28967.5386,1.2116,30784
PARKAL,2026-03-13,NP02,418,12,22208.34,18046.49708,0.8126,19178
MAHABOOBABAD,2026-03-13,NP03,450,8.65,23908.5,20688.02505,0.8653,21986
PARKAL,2026-03-13,NP03,370,14.08,19658.1,15708.78771,0.7991,16694
THORROR,2026-03-13,NPK1,543,11.99,28849.59,34420.44583,1.1931,36580
NIZAMABAD-I,2026-03-13,NR01,402,6,20723.1,21651.49488,1.0448,28001
NIZAMABAD-I,2026-03-13,NR02,402,6,20723.1,18445.63131,0.8901,23854
NIZAMABAD-I,2026-03-13,NR03,402,6,20723.1,21195.58668,1.0228,27410
NIZAMABAD-I,2026-03-13,NR04,402,6,20723.1,21491.92701,1.0371,27793
NIZAMABAD-I,2026-03-13,NR05,402,6,20723.1,21796.55658,1.0518,28188
ARMOOR,2026-03-13,NR22,374,10,20719.6,15653.6578,0.7555,16636
ARMOOR,2026-03-13,NR26,376,12,20830.4,18128.69712,0.8703,19266
ARMOOR,2026-03-13,NRE1,482,8,25435.14,12849.83273,0.5052,16618
ARMOOR,2026-03-13,NRE3,402,,20723.1,20383.24116,0.9836,26359
MAHABOOBABAD,2026-03-13,NRP1,416,10,22102.08,21876.63878,0.9898,23248
BANSWADA,2026-03-13,NS03,416,8,21444.8,18268.82512,0.8519,23624
KARIMNAGAR-I,2026-03-13,NS04,430,10,21590.3,21361.44282,0.9894,27624
KARIMNAGAR-I,2026-03-13,NS05,430,10,21590.3,16039.43387,0.7429,20742
KARIMNAGAR-I,2026-03-13,NS08,430,10,21590.3,18142.32909,0.8403,23462
KARIMNAGAR-I,2026-03-13,NS09,430,10,21590.3,15966.02685,0.7395,20646
BANSWADA,2026-03-13,NSD1,419,8,24721,11960.0198,0.4838,16386
BANSWADA,2026-03-13,NSD2,523,9.99,30857,10148.8673,0.3289,13904
WARANGAL-I,2026-03-13,NSO1,336,10,18493.44,18029.25466,0.9749,19160
WARANGAL-I,2026-03-13,NSO2,336,10,18493.44,20274.35827,1.0963,21546
THORROR,2026-03-13,NSP1,345,6,18988.8,24279.07968,1.2786,25802
THORROR,2026-03-13,NSP2,345,6,18988.8,24288.57408,1.2791,25812
NARSAMPET,2026-03-13,NUE1,490,2,25627,31131.6796,1.2148,40259
NIZAMABAD-I,2026-03-13,NVL2,390,10.54,20810.4,22225.5072,1.068,23618
ARMOOR,2026-03-13,NZ01,342,10,18249.12,21331.39637,1.1689,22668
ARMOOR,2026-03-13,NZ03,376,12,20830.4,21274.08752,1.0213,22608
ARMOOR,2026-03-13,NZ04,376,12,20830.4,19813.87648,0.9512,21056
BANSWADA,2026-03-13,NZ10,490,10,25857.3,25603.89846,0.9902,33112
NARSAMPET,2026-03-13,NZ10,526,2,26605.08,25245.56041,0.9489,32646
BODHAN,2026-03-13,NZ11,258,12,14293.2,8135.68944,0.5692,8646
NARSAMPET,2026-03-13,NZ11,526,2,27509.8,27388.75688,0.9956,35420
NARSAMPET,2026-03-13,NZ12,526,2,27509.8,25650.13752,0.9324,33170
BODHAN,2026-03-13,NZ13,314,10,17395.6,18733.32164,1.0769,19908
NARSAMPET,2026-03-13,NZ13,526,2,27509.8,25083.43564,0.9118,32438
